trip_id,duration (mins),start_time,end_time,first_stop_id,last_stop_id,route_id,service_id,trip_headsign,direction_id,block_id,shape_id
49484742,62.0,04:31:00,05:33:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519978,10117
49484766,63.0,04:32:00,05:35:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520299,10118
49484811,63.0,05:01:00,06:04:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520301,10117
49484825,63.0,05:02:00,06:05:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520302,10118
49484745,66.0,05:16:00,06:22:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519830,10117
49484841,63.0,05:17:00,06:20:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519872,10118
49484852,70.0,05:31:00,06:41:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520304,10117
49484864,65.0,05:32:00,06:37:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520305,10118
49484767,77.0,05:46:00,07:03:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520299,10117
49484743,71.0,05:47:00,06:58:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519978,10118
49484748,78.0,06:01:00,07:19:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519295,10117
49484879,73.0,06:02:00,07:15:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520306,10118
49484783,36.0,06:09:00,06:45:00,5178,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519643,10121
49484826,78.0,06:13:00,07:31:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520302,10117
49484812,73.0,06:17:00,07:30:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520301,10118
49484751,31.0,06:20:00,06:51:00,3392,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519705,10122
49484842,78.0,06:25:00,07:43:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519872,10117
49484746,73.0,06:29:00,07:42:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519830,10118
49484866,78.0,06:37:00,07:55:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520305,10117
49484853,74.0,06:41:00,07:55:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520304,10118
49484784,78.0,06:49:00,08:07:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519643,10117
49484752,75.0,06:53:00,08:08:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519705,10118
49484741,78.0,07:01:00,08:19:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519978,10117
49484769,75.0,07:05:00,08:20:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520299,10118
49484807,78.0,07:13:00,08:31:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520300,10117
49484794,75.0,07:17:00,08:32:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520046,10118
49484880,78.0,07:25:00,08:43:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520306,10117
49484749,75.0,07:29:00,08:44:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519295,10118
49484813,78.0,07:37:00,08:55:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520301,10117
49484827,75.0,07:41:00,08:56:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520302,10118
49484747,78.0,07:49:00,09:07:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519830,10117
49484843,75.0,07:53:00,09:08:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519872,10118
49484854,79.0,08:01:00,09:20:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520304,10117
49484867,75.0,08:05:00,09:20:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520305,10118
49484753,79.0,08:13:00,09:32:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519705,10117
49484785,73.0,08:17:00,09:30:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519643,10118
49484770,79.0,08:25:00,09:44:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520299,10117
49484744,73.0,08:29:00,09:42:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519978,10118
49484791,80.0,08:37:00,09:57:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520046,10117
49484808,73.0,08:41:00,09:54:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520300,10118
49484750,78.0,08:49:00,10:07:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519295,10117
49484881,74.0,08:53:00,10:07:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520306,10118
49484828,77.0,09:01:00,10:18:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520302,10117
49484814,74.0,09:08:00,10:22:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520301,10118
49484844,77.0,09:14:00,10:31:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519872,10117
49484855,74.0,09:27:00,10:41:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520304,10118
49484868,77.0,09:33:00,10:50:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520305,10117
49484771,74.0,09:46:00,11:00:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520299,10118
49484786,77.0,09:52:00,11:09:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519978,10117
49484795,74.0,10:05:00,11:19:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520046,10118
49484882,77.0,10:11:00,11:28:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520306,10117
49484829,74.0,10:24:00,11:38:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520302,10118
49484815,77.0,10:30:00,11:47:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520301,10117
49484845,74.0,10:43:00,11:57:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519872,10118
49484856,77.0,10:49:00,12:06:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520304,10117
49484865,74.0,11:02:00,12:16:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520305,10118
49484768,77.0,11:08:00,12:25:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520299,10117
49484787,74.0,11:21:00,12:35:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519978,10118
49484796,77.0,11:27:00,12:44:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520046,10117
49484883,74.0,11:40:00,12:54:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520306,10118
49484830,77.0,11:46:00,13:03:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520302,10117
49484816,74.0,11:59:00,13:13:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520301,10118
49484846,77.0,12:05:00,13:22:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519872,10117
49484857,74.0,12:18:00,13:32:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520304,10118
49484869,77.0,12:24:00,13:41:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520305,10117
49484772,74.0,12:37:00,13:51:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520299,10118
49484788,77.0,12:43:00,14:00:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5519978,10117
49484797,74.0,12:56:00,14:10:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520046,10118
49484884,77.0,13:02:00,14:19:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520306,10117
49484831,74.0,13:15:00,14:29:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520302,10118
49484817,77.0,13:21:00,14:38:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520301,10117
49484847,74.0,13:34:00,14:48:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519872,10118
49484858,78.0,13:40:00,14:58:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520304,10117
49484870,74.0,13:53:00,15:07:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520305,10118
49484773,82.0,13:59:00,15:21:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520299,10117
49484789,74.0,14:12:00,15:26:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5519978,10118
49484798,83.0,14:18:00,15:41:00,5027,5067,1-20568,2019SE-1BUSWKa-Weekday-05,FOREST LAWN,0,5520046,10117
49484885,75.0,14:30:00,15:45:00,5067,5027,1-20568,2019SE-1BUSWKa-Weekday-05,BOWNESS,1,5520306,10118
