route_id,end_hr,buses per hour,headway by hour
11-20568,05,1,60.0
11-20568,06,2,30.0
11-20568,07,4,15.0
11-20568,08,6,10.0
11-20568,09,3,20.0
11-20568,10,2,30.0
11-20568,11,2,30.0
11-20568,12,2,30.0
11-20568,13,2,30.0
11-20568,14,2,30.0
11-20568,15,3,20.0
11-20568,16,4,15.0
11-20568,17,4,15.0
11-20568,18,5,12.0
11-20568,19,2,30.0
11-20568,20,2,30.0
11-20568,21,2,30.0
11-20568,22,1,60.0
110-20568,07,2,30.0
111-20568,06,7,8.571428571428571
111-20568,07,7,8.571428571428571
111-20568,08,8,7.5
111-20568,09,6,10.0
111-20568,10,4,15.0
111-20568,11,6,10.0
111-20568,12,4,15.0
111-20568,13,4,15.0
111-20568,14,6,10.0
111-20568,15,6,10.0
111-20568,16,7,8.571428571428571
111-20568,17,7,8.571428571428571
111-20568,18,6,10.0
111-20568,19,2,30.0
111-20568,20,3,20.0
111-20568,21,2,30.0
111-20568,22,2,30.0
111-20568,23,2,30.0
112-20568,05,1,60.0
112-20568,06,5,12.0
112-20568,07,10,6.0
112-20568,08,9,6.666666666666667
112-20568,09,4,15.0
112-20568,10,4,15.0
112-20568,11,4,15.0
112-20568,12,4,15.0
112-20568,13,4,15.0
112-20568,14,4,15.0
112-20568,15,4,15.0
112-20568,16,10,6.0
112-20568,17,10,6.0
112-20568,18,6,10.0
112-20568,19,4,15.0
112-20568,20,4,15.0
112-20568,21,4,15.0
112-20568,22,4,15.0
112-20568,23,4,15.0
112-20568,24,3,20.0
113-20568,05,2,30.0
113-20568,06,6,10.0
113-20568,07,7,8.571428571428571
113-20568,08,8,7.5
113-20568,09,5,12.0
113-20568,10,4,15.0
113-20568,11,4,15.0
113-20568,12,4,15.0
113-20568,13,4,15.0
113-20568,14,4,15.0
113-20568,15,5,12.0
113-20568,16,8,7.5
113-20568,17,8,7.5
113-20568,18,4,15.0
113-20568,19,3,20.0
113-20568,20,4,15.0
113-20568,21,3,20.0
113-20568,22,4,15.0
113-20568,23,3,20.0
113-20568,24,3,20.0
114-20568,05,2,30.0
114-20568,06,2,30.0
114-20568,07,2,30.0
114-20568,08,3,20.0
114-20568,09,2,30.0
114-20568,10,2,30.0
114-20568,11,2,30.0
114-20568,12,2,30.0
114-20568,13,2,30.0
114-20568,14,2,30.0
114-20568,15,2,30.0
114-20568,16,2,30.0
114-20568,17,2,30.0
114-20568,18,3,20.0
114-20568,19,2,30.0
114-20568,20,2,30.0
114-20568,21,1,60.0
114-20568,22,2,30.0
114-20568,23,2,30.0
114-20568,24,1,60.0
114-20568,25,1,60.0
115-20568,05,2,30.0
115-20568,06,4,15.0
115-20568,07,4,15.0
115-20568,08,6,10.0
115-20568,09,4,15.0
115-20568,10,2,30.0
115-20568,11,4,15.0
115-20568,12,4,15.0
115-20568,13,3,20.0
115-20568,14,3,20.0
115-20568,15,4,15.0
115-20568,16,5,12.0
115-20568,17,5,12.0
115-20568,18,5,12.0
115-20568,19,3,20.0
115-20568,20,3,20.0
115-20568,21,4,15.0
115-20568,22,3,20.0
115-20568,23,3,20.0
115-20568,24,2,30.0
116-20568,06,1,60.0
116-20568,07,6,10.0
116-20568,17,6,10.0
116-20568,18,1,60.0
117-20568,06,1,60.0
117-20568,07,4,15.0
117-20568,17,3,20.0
117-20568,18,1,60.0
118-20568,05,2,30.0
118-20568,06,3,20.0
118-20568,07,4,15.0
118-20568,08,4,15.0
118-20568,09,2,30.0
118-20568,10,2,30.0
118-20568,11,2,30.0
118-20568,12,2,30.0
118-20568,13,2,30.0
118-20568,14,2,30.0
118-20568,15,3,20.0
118-20568,16,4,15.0
118-20568,17,4,15.0
118-20568,18,3,20.0
118-20568,19,2,30.0
118-20568,20,2,30.0
118-20568,21,2,30.0
118-20568,22,2,30.0
118-20568,23,2,30.0
118-20568,24,2,30.0
118-20568,25,1,60.0
119-20568,06,2,30.0
119-20568,07,1,60.0
119-20568,08,1,60.0
119-20568,14,1,60.0
119-20568,15,1,60.0
119-20568,16,1,60.0
119-20568,17,1,60.0
119-20568,18,1,60.0
119-20568,23,1,60.0
12-20568,05,2,30.0
12-20568,06,4,15.0
12-20568,07,4,15.0
12-20568,08,4,15.0
12-20568,09,4,15.0
12-20568,10,2,30.0
12-20568,11,2,30.0
12-20568,12,2,30.0
12-20568,13,2,30.0
12-20568,14,2,30.0
12-20568,15,2,30.0
12-20568,16,4,15.0
12-20568,17,4,15.0
12-20568,18,5,12.0
12-20568,19,2,30.0
12-20568,20,2,30.0
12-20568,21,2,30.0
12-20568,22,2,30.0
12-20568,23,2,30.0
12-20568,24,2,30.0
120-20568,05,3,20.0
120-20568,06,5,12.0
120-20568,07,8,7.5
120-20568,08,7,8.571428571428571
120-20568,09,4,15.0
120-20568,10,4,15.0
120-20568,11,4,15.0
120-20568,12,4,15.0
120-20568,13,4,15.0
120-20568,14,4,15.0
120-20568,15,6,10.0
120-20568,16,6,10.0
120-20568,17,8,7.5
120-20568,18,6,10.0
120-20568,19,4,15.0
120-20568,20,3,20.0
120-20568,21,4,15.0
120-20568,22,3,20.0
120-20568,23,4,15.0
120-20568,24,3,20.0
123-20568,05,2,30.0
123-20568,06,6,10.0
123-20568,07,6,10.0
123-20568,08,6,10.0
123-20568,09,5,12.0
123-20568,10,4,15.0
123-20568,11,4,15.0
123-20568,12,4,15.0
123-20568,13,4,15.0
123-20568,14,4,15.0
123-20568,15,3,20.0
123-20568,16,6,10.0
123-20568,17,6,10.0
123-20568,18,6,10.0
123-20568,19,5,12.0
123-20568,20,2,30.0
123-20568,21,4,15.0
123-20568,22,4,15.0
123-20568,23,3,20.0
123-20568,24,3,20.0
123-20568,25,3,20.0
124-20568,05,2,30.0
124-20568,06,6,10.0
124-20568,07,7,8.571428571428571
124-20568,08,8,7.5
124-20568,09,4,15.0
124-20568,10,4,15.0
124-20568,11,4,15.0
124-20568,12,4,15.0
124-20568,13,4,15.0
124-20568,14,4,15.0
124-20568,15,5,12.0
124-20568,16,7,8.571428571428571
124-20568,17,7,8.571428571428571
124-20568,18,7,8.571428571428571
124-20568,19,5,12.0
124-20568,20,3,20.0
124-20568,21,4,15.0
124-20568,22,3,20.0
124-20568,23,4,15.0
124-20568,24,3,20.0
124-20568,25,3,20.0
127-20568,05,3,20.0
127-20568,06,4,15.0
127-20568,07,4,15.0
127-20568,08,4,15.0
127-20568,09,4,15.0
127-20568,10,4,15.0
127-20568,11,4,15.0
127-20568,12,4,15.0
127-20568,13,4,15.0
127-20568,14,4,15.0
127-20568,15,4,15.0
127-20568,16,4,15.0
127-20568,17,4,15.0
127-20568,18,4,15.0
127-20568,19,4,15.0
127-20568,20,3,20.0
127-20568,21,4,15.0
127-20568,22,3,20.0
127-20568,23,3,20.0
128-20568,05,2,30.0
128-20568,06,3,20.0
128-20568,07,3,20.0
128-20568,08,4,15.0
128-20568,09,3,20.0
128-20568,15,3,20.0
128-20568,16,4,15.0
128-20568,17,4,15.0
128-20568,18,4,15.0
128-20568,19,3,20.0
129-20568,05,1,60.0
129-20568,06,6,10.0
129-20568,07,8,7.5
129-20568,08,6,10.0
129-20568,09,5,12.0
129-20568,10,4,15.0
129-20568,11,4,15.0
129-20568,12,4,15.0
129-20568,13,4,15.0
129-20568,14,4,15.0
129-20568,15,6,10.0
129-20568,16,7,8.571428571428571
129-20568,17,8,7.5
129-20568,18,7,8.571428571428571
129-20568,19,5,12.0
129-20568,20,3,20.0
129-20568,21,4,15.0
129-20568,22,5,12.0
129-20568,23,4,15.0
129-20568,24,4,15.0
129-20568,25,1,60.0
13-20568,06,5,12.0
13-20568,07,6,10.0
13-20568,08,8,7.5
13-20568,09,7,8.571428571428571
13-20568,10,5,12.0
13-20568,11,4,15.0
13-20568,12,4,15.0
13-20568,13,4,15.0
13-20568,14,4,15.0
13-20568,15,4,15.0
13-20568,16,5,12.0
13-20568,17,8,7.5
13-20568,18,6,10.0
13-20568,19,4,15.0
13-20568,20,4,15.0
13-20568,21,3,20.0
13-20568,22,2,30.0
13-20568,23,3,20.0
13-20568,24,2,30.0
133-20568,07,2,30.0
133-20568,17,1,60.0
133-20568,18,1,60.0
134-20568,05,1,60.0
134-20568,06,5,12.0
134-20568,07,7,8.571428571428571
134-20568,08,7,8.571428571428571
134-20568,09,5,12.0
134-20568,10,4,15.0
134-20568,11,4,15.0
134-20568,12,4,15.0
134-20568,13,4,15.0
134-20568,14,4,15.0
134-20568,15,7,8.571428571428571
134-20568,16,6,10.0
134-20568,17,8,7.5
134-20568,18,6,10.0
134-20568,19,4,15.0
134-20568,20,3,20.0
134-20568,21,4,15.0
134-20568,22,3,20.0
134-20568,23,3,20.0
134-20568,24,4,15.0
135-20568,05,4,15.0
135-20568,06,8,7.5
135-20568,07,8,7.5
135-20568,08,8,7.5
135-20568,09,4,15.0
135-20568,15,7,8.571428571428571
135-20568,16,8,7.5
135-20568,17,8,7.5
135-20568,18,6,10.0
138-20568,05,4,15.0
138-20568,06,5,12.0
138-20568,07,8,7.5
138-20568,08,8,7.5
138-20568,09,5,12.0
138-20568,10,4,15.0
138-20568,11,4,15.0
138-20568,12,4,15.0
138-20568,13,4,15.0
138-20568,14,4,15.0
138-20568,15,5,12.0
138-20568,16,7,8.571428571428571
138-20568,17,8,7.5
138-20568,18,9,6.666666666666667
138-20568,19,4,15.0
138-20568,20,4,15.0
138-20568,21,4,15.0
138-20568,22,4,15.0
138-20568,23,4,15.0
138-20568,24,4,15.0
138-20568,25,2,30.0
14-20568,04,1,60.0
14-20568,05,4,15.0
14-20568,06,9,6.666666666666667
14-20568,07,13,4.615384615384615
14-20568,08,13,4.615384615384615
14-20568,09,7,8.571428571428571
14-20568,10,4,15.0
14-20568,11,4,15.0
14-20568,12,4,15.0
14-20568,13,4,15.0
14-20568,14,4,15.0
14-20568,15,8,7.5
14-20568,16,12,5.0
14-20568,17,12,5.0
14-20568,18,10,6.0
14-20568,19,6,10.0
14-20568,20,4,15.0
14-20568,21,4,15.0
14-20568,22,4,15.0
14-20568,23,4,15.0
14-20568,24,4,15.0
142-20568,06,1,60.0
142-20568,07,4,15.0
142-20568,17,5,12.0
145-20568,05,5,12.0
145-20568,06,10,6.0
145-20568,07,13,4.615384615384615
145-20568,08,14,4.285714285714286
145-20568,09,7,8.571428571428571
145-20568,10,5,12.0
145-20568,11,5,12.0
145-20568,12,5,12.0
145-20568,13,4,15.0
145-20568,14,5,12.0
145-20568,15,8,7.5
145-20568,16,14,4.285714285714286
145-20568,17,12,5.0
145-20568,18,12,5.0
145-20568,19,5,12.0
145-20568,20,5,12.0
145-20568,21,5,12.0
145-20568,22,5,12.0
145-20568,23,5,12.0
145-20568,24,4,15.0
145-20568,25,5,12.0
146-20568,06,1,60.0
146-20568,07,3,20.0
146-20568,08,2,30.0
147-20568,05,1,60.0
147-20568,06,4,15.0
147-20568,07,4,15.0
147-20568,08,4,15.0
147-20568,09,2,30.0
147-20568,10,2,30.0
147-20568,11,2,30.0
147-20568,12,2,30.0
147-20568,13,2,30.0
147-20568,14,2,30.0
147-20568,15,4,15.0
147-20568,16,4,15.0
147-20568,17,4,15.0
147-20568,18,3,20.0
148-20568,05,4,15.0
148-20568,06,7,8.571428571428571
148-20568,07,8,7.5
148-20568,08,8,7.5
148-20568,09,5,12.0
148-20568,10,4,15.0
148-20568,11,4,15.0
148-20568,12,4,15.0
148-20568,13,4,15.0
148-20568,14,4,15.0
148-20568,15,5,12.0
148-20568,16,8,7.5
148-20568,17,8,7.5
148-20568,18,9,6.666666666666667
148-20568,19,4,15.0
148-20568,20,4,15.0
148-20568,21,4,15.0
148-20568,22,4,15.0
148-20568,23,4,15.0
148-20568,24,3,20.0
149-20568,05,3,20.0
149-20568,06,6,10.0
149-20568,07,4,15.0
149-20568,08,4,15.0
149-20568,09,3,20.0
149-20568,10,3,20.0
149-20568,11,3,20.0
149-20568,12,2,30.0
149-20568,13,3,20.0
149-20568,14,4,15.0
149-20568,15,4,15.0
149-20568,16,4,15.0
149-20568,17,6,10.0
149-20568,18,4,15.0
149-20568,19,5,12.0
15-20568,05,3,20.0
15-20568,06,6,10.0
15-20568,07,5,12.0
15-20568,08,6,10.0
15-20568,09,4,15.0
15-20568,10,4,15.0
15-20568,11,4,15.0
15-20568,12,4,15.0
15-20568,13,4,15.0
15-20568,14,4,15.0
15-20568,15,4,15.0
15-20568,16,5,12.0
15-20568,17,6,10.0
15-20568,18,5,12.0
15-20568,19,2,30.0
15-20568,20,2,30.0
15-20568,21,2,30.0
15-20568,22,2,30.0
15-20568,23,2,30.0
15-20568,24,1,60.0
150-20568,05,3,20.0
150-20568,06,5,12.0
150-20568,07,5,12.0
150-20568,08,6,10.0
150-20568,09,4,15.0
150-20568,10,4,15.0
150-20568,11,4,15.0
150-20568,12,4,15.0
150-20568,13,4,15.0
150-20568,14,6,10.0
150-20568,15,5,12.0
150-20568,16,5,12.0
150-20568,17,6,10.0
150-20568,18,4,15.0
150-20568,19,4,15.0
150-20568,20,1,60.0
151-20568,06,1,60.0
151-20568,07,2,30.0
151-20568,17,3,20.0
151-20568,18,1,60.0
152-20568,06,3,20.0
152-20568,07,3,20.0
152-20568,08,3,20.0
152-20568,09,1,60.0
152-20568,14,1,60.0
152-20568,15,3,20.0
152-20568,16,3,20.0
152-20568,17,3,20.0
152-20568,18,2,30.0
153-20568,06,2,30.0
153-20568,07,4,15.0
153-20568,08,6,10.0
153-20568,09,2,30.0
153-20568,10,3,20.0
153-20568,11,2,30.0
153-20568,12,2,30.0
153-20568,13,3,20.0
153-20568,14,2,30.0
153-20568,15,2,30.0
153-20568,16,4,15.0
153-20568,17,3,20.0
153-20568,18,3,20.0
153-20568,19,2,30.0
153-20568,20,3,20.0
153-20568,21,2,30.0
153-20568,22,2,30.0
153-20568,23,3,20.0
153-20568,24,2,30.0
153-20568,25,1,60.0
154-20568,05,2,30.0
154-20568,06,3,20.0
154-20568,07,4,15.0
154-20568,08,4,15.0
154-20568,09,3,20.0
154-20568,10,2,30.0
154-20568,11,2,30.0
154-20568,12,2,30.0
154-20568,13,2,30.0
154-20568,14,2,30.0
154-20568,15,1,60.0
154-20568,16,4,15.0
154-20568,17,4,15.0
154-20568,18,4,15.0
154-20568,19,2,30.0
154-20568,20,2,30.0
154-20568,21,2,30.0
154-20568,22,2,30.0
154-20568,23,1,60.0
154-20568,24,1,60.0
154-20568,25,1,60.0
155-20568,05,2,30.0
155-20568,06,6,10.0
155-20568,07,5,12.0
155-20568,08,5,12.0
155-20568,09,5,12.0
155-20568,10,4,15.0
155-20568,11,4,15.0
155-20568,12,3,20.0
155-20568,13,3,20.0
155-20568,14,5,12.0
155-20568,15,4,15.0
155-20568,16,6,10.0
155-20568,17,5,12.0
155-20568,18,5,12.0
155-20568,19,4,15.0
155-20568,20,3,20.0
155-20568,21,4,15.0
155-20568,22,4,15.0
155-20568,23,4,15.0
155-20568,24,4,15.0
156-20568,05,4,15.0
156-20568,06,7,8.571428571428571
156-20568,07,8,7.5
156-20568,08,8,7.5
156-20568,09,6,10.0
156-20568,10,4,15.0
156-20568,11,4,15.0
156-20568,12,4,15.0
156-20568,13,4,15.0
156-20568,14,4,15.0
156-20568,15,8,7.5
156-20568,16,8,7.5
156-20568,17,8,7.5
156-20568,18,6,10.0
156-20568,19,4,15.0
156-20568,20,4,15.0
156-20568,21,4,15.0
156-20568,22,4,15.0
156-20568,23,3,20.0
157-20568,05,3,20.0
157-20568,06,4,15.0
157-20568,07,4,15.0
157-20568,08,4,15.0
157-20568,09,4,15.0
157-20568,10,4,15.0
157-20568,11,4,15.0
157-20568,12,4,15.0
157-20568,13,4,15.0
157-20568,14,4,15.0
157-20568,15,4,15.0
157-20568,16,4,15.0
157-20568,17,4,15.0
157-20568,18,4,15.0
157-20568,19,4,15.0
157-20568,20,4,15.0
157-20568,21,4,15.0
157-20568,22,4,15.0
157-20568,23,4,15.0
157-20568,24,4,15.0
157-20568,25,1,60.0
158-20568,05,3,20.0
158-20568,06,4,15.0
158-20568,07,4,15.0
158-20568,08,4,15.0
158-20568,09,2,30.0
158-20568,10,2,30.0
158-20568,11,2,30.0
158-20568,12,2,30.0
158-20568,13,2,30.0
158-20568,14,2,30.0
158-20568,15,3,20.0
158-20568,16,4,15.0
158-20568,17,4,15.0
158-20568,18,4,15.0
158-20568,19,2,30.0
158-20568,20,2,30.0
158-20568,21,2,30.0
158-20568,22,2,30.0
158-20568,23,2,30.0
158-20568,24,2,30.0
158-20568,25,1,60.0
159-20568,05,4,15.0
159-20568,06,6,10.0
159-20568,07,5,12.0
159-20568,08,7,8.571428571428571
159-20568,09,4,15.0
159-20568,10,3,20.0
159-20568,11,3,20.0
159-20568,12,2,30.0
159-20568,13,3,20.0
159-20568,14,3,20.0
159-20568,15,6,10.0
159-20568,16,5,12.0
159-20568,17,6,10.0
159-20568,18,5,12.0
159-20568,19,4,15.0
159-20568,20,2,30.0
159-20568,21,3,20.0
159-20568,22,3,20.0
159-20568,23,2,30.0
159-20568,24,3,20.0
159-20568,25,2,30.0
16-20568,05,1,60.0
16-20568,06,2,30.0
16-20568,07,2,30.0
16-20568,08,2,30.0
16-20568,09,2,30.0
16-20568,10,1,60.0
16-20568,11,2,30.0
16-20568,12,1,60.0
16-20568,13,2,30.0
16-20568,14,1,60.0
16-20568,15,3,20.0
16-20568,16,2,30.0
16-20568,17,2,30.0
16-20568,18,2,30.0
16-20568,19,2,30.0
16-20568,20,1,60.0
16-20568,21,2,30.0
16-20568,22,1,60.0
16-20568,23,2,30.0
16-20568,24,1,60.0
161-20568,05,4,15.0
161-20568,06,4,15.0
161-20568,07,4,15.0
161-20568,08,4,15.0
161-20568,09,4,15.0
161-20568,10,4,15.0
161-20568,11,4,15.0
161-20568,12,4,15.0
161-20568,13,4,15.0
161-20568,14,4,15.0
161-20568,15,4,15.0
161-20568,16,4,15.0
161-20568,17,4,15.0
161-20568,18,4,15.0
161-20568,19,4,15.0
161-20568,20,4,15.0
161-20568,21,4,15.0
161-20568,22,4,15.0
161-20568,23,4,15.0
161-20568,24,4,15.0
161-20568,25,2,30.0
164-20568,06,3,20.0
164-20568,07,3,20.0
164-20568,08,3,20.0
164-20568,09,1,60.0
164-20568,15,3,20.0
164-20568,16,3,20.0
164-20568,17,3,20.0
164-20568,18,1,60.0
167-20568,06,3,20.0
167-20568,07,2,30.0
167-20568,08,3,20.0
167-20568,09,2,30.0
167-20568,15,2,30.0
167-20568,16,3,20.0
167-20568,17,2,30.0
167-20568,18,2,30.0
167-20568,19,1,60.0
168-20568,05,1,60.0
168-20568,06,2,30.0
168-20568,07,3,20.0
168-20568,08,2,30.0
168-20568,09,1,60.0
168-20568,15,2,30.0
168-20568,16,2,30.0
168-20568,17,3,20.0
168-20568,18,2,30.0
168-20568,19,1,60.0
169-20568,05,3,20.0
169-20568,06,3,20.0
169-20568,07,4,15.0
169-20568,08,4,15.0
169-20568,09,2,30.0
169-20568,10,2,30.0
169-20568,11,2,30.0
169-20568,12,2,30.0
169-20568,13,2,30.0
169-20568,14,2,30.0
169-20568,15,3,20.0
169-20568,16,3,20.0
169-20568,17,4,15.0
169-20568,18,4,15.0
169-20568,19,2,30.0
169-20568,20,2,30.0
169-20568,21,2,30.0
169-20568,22,2,30.0
169-20568,23,2,30.0
169-20568,24,2,30.0
169-20568,25,1,60.0
17-20568,05,1,60.0
17-20568,06,5,12.0
17-20568,07,5,12.0
17-20568,08,5,12.0
17-20568,09,4,15.0
17-20568,10,4,15.0
17-20568,11,2,30.0
17-20568,12,2,30.0
17-20568,13,4,15.0
17-20568,14,2,30.0
17-20568,15,4,15.0
17-20568,16,6,10.0
17-20568,17,4,15.0
17-20568,18,6,10.0
17-20568,19,2,30.0
17-20568,20,2,30.0
17-20568,21,4,15.0
17-20568,22,2,30.0
17-20568,23,3,20.0
17-20568,24,2,30.0
174-20568,05,2,30.0
174-20568,06,3,20.0
174-20568,07,4,15.0
174-20568,08,4,15.0
174-20568,09,2,30.0
174-20568,10,2,30.0
174-20568,11,2,30.0
174-20568,12,2,30.0
174-20568,13,2,30.0
174-20568,14,2,30.0
174-20568,15,3,20.0
174-20568,16,4,15.0
174-20568,17,4,15.0
174-20568,18,4,15.0
174-20568,19,2,30.0
174-20568,20,2,30.0
174-20568,21,2,30.0
174-20568,22,2,30.0
174-20568,23,2,30.0
174-20568,24,2,30.0
178-20568,06,4,15.0
178-20568,07,4,15.0
178-20568,08,4,15.0
178-20568,15,2,30.0
178-20568,16,5,12.0
178-20568,17,5,12.0
178-20568,18,4,15.0
18-20568,05,1,60.0
18-20568,06,4,15.0
18-20568,07,7,8.571428571428571
18-20568,08,8,7.5
18-20568,09,8,7.5
18-20568,10,5,12.0
18-20568,11,5,12.0
18-20568,12,5,12.0
18-20568,13,4,15.0
18-20568,14,8,7.5
18-20568,15,7,8.571428571428571
18-20568,16,8,7.5
18-20568,17,9,6.666666666666667
18-20568,18,4,15.0
18-20568,19,9,6.666666666666667
18-20568,20,6,10.0
18-20568,21,6,10.0
18-20568,22,1,60.0
19-20568,05,4,15.0
19-20568,06,4,15.0
19-20568,07,7,8.571428571428571
19-20568,08,6,10.0
19-20568,09,7,8.571428571428571
19-20568,10,5,12.0
19-20568,11,4,15.0
19-20568,12,4,15.0
19-20568,13,4,15.0
19-20568,14,4,15.0
19-20568,15,6,10.0
19-20568,16,5,12.0
19-20568,17,6,10.0
19-20568,18,6,10.0
19-20568,19,4,15.0
19-20568,20,5,12.0
19-20568,21,4,15.0
19-20568,22,5,12.0
19-20568,23,4,15.0
19-20568,24,5,12.0
19-20568,25,3,20.0
2-20568,05,1,60.0
2-20568,06,5,12.0
2-20568,07,12,5.0
2-20568,08,13,4.615384615384615
2-20568,09,8,7.5
2-20568,10,7,8.571428571428571
2-20568,11,6,10.0
2-20568,12,6,10.0
2-20568,13,6,10.0
2-20568,14,5,12.0
2-20568,15,6,10.0
2-20568,16,11,5.454545454545454
2-20568,17,16,3.75
2-20568,18,14,4.285714285714286
2-20568,19,7,8.571428571428571
2-20568,20,6,10.0
2-20568,21,4,15.0
2-20568,22,4,15.0
2-20568,23,7,8.571428571428571
2-20568,24,6,10.0
20-20568,05,2,30.0
20-20568,06,7,8.571428571428571
20-20568,07,10,6.0
20-20568,08,10,6.0
20-20568,09,15,4.0
20-20568,10,7,8.571428571428571
20-20568,11,6,10.0
20-20568,12,6,10.0
20-20568,13,6,10.0
20-20568,14,6,10.0
20-20568,15,7,8.571428571428571
20-20568,16,12,5.0
20-20568,17,9,6.666666666666667
20-20568,18,11,5.454545454545454
20-20568,19,10,6.0
20-20568,20,6,10.0
20-20568,21,5,12.0
20-20568,22,4,15.0
20-20568,23,4,15.0
20-20568,24,5,12.0
20-20568,25,4,15.0
21-20568,05,5,12.0
21-20568,06,5,12.0
21-20568,07,4,15.0
21-20568,08,5,12.0
21-20568,09,5,12.0
21-20568,10,3,20.0
21-20568,11,4,15.0
21-20568,12,3,20.0
21-20568,13,3,20.0
21-20568,14,4,15.0
21-20568,15,4,15.0
21-20568,16,5,12.0
21-20568,17,5,12.0
21-20568,18,4,15.0
21-20568,19,3,20.0
21-20568,20,2,30.0
21-20568,21,2,30.0
21-20568,22,2,30.0
21-20568,23,2,30.0
21-20568,24,2,30.0
21-20568,25,1,60.0
23-20568,04,1,60.0
23-20568,05,4,15.0
23-20568,06,10,6.0
23-20568,07,10,6.0
23-20568,08,12,5.0
23-20568,09,10,6.0
23-20568,10,6,10.0
23-20568,11,6,10.0
23-20568,12,6,10.0
23-20568,13,6,10.0
23-20568,14,6,10.0
23-20568,15,8,7.5
23-20568,16,13,4.615384615384615
23-20568,17,10,6.0
23-20568,18,11,5.454545454545454
23-20568,19,6,10.0
23-20568,20,4,15.0
23-20568,21,4,15.0
23-20568,22,6,10.0
23-20568,23,4,15.0
23-20568,24,4,15.0
23-20568,25,4,15.0
24-20568,05,3,20.0
24-20568,06,7,8.571428571428571
24-20568,07,7,8.571428571428571
24-20568,08,9,6.666666666666667
24-20568,09,6,10.0
24-20568,10,4,15.0
24-20568,11,4,15.0
24-20568,12,4,15.0
24-20568,13,4,15.0
24-20568,14,4,15.0
24-20568,15,6,10.0
24-20568,16,6,10.0
24-20568,17,8,7.5
24-20568,18,10,6.0
24-20568,19,4,15.0
24-20568,20,4,15.0
24-20568,21,4,15.0
24-20568,22,4,15.0
24-20568,23,5,12.0
24-20568,24,5,12.0
27-20568,06,1,60.0
27-20568,07,2,30.0
27-20568,08,4,15.0
27-20568,09,3,20.0
27-20568,10,3,20.0
27-20568,11,3,20.0
27-20568,12,3,20.0
27-20568,13,4,15.0
27-20568,14,6,10.0
27-20568,15,4,15.0
27-20568,16,3,20.0
27-20568,17,3,20.0
27-20568,18,3,20.0
