route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
845-20573,845,"Msgr J S Smith School/ Mahogany",,3,,,
851-20571,851,"St Augustine / Lynnwood / Ogden",,3,,,
851-20573,851,"St Augustine / Lynnwood / Ogden",,3,,,
853-20571,853,"St Augustine / Riverbend",,3,,,
853-20573,853,"St Augustine / Riverbend",,3,,,
857-20571,857,"St Stephen / Evergreen",,3,,,
857-20573,857,"St Stephen / Evergreen",,3,,,
860-20571,860,"Bishop Grandin/ New Brighton",,3,,,
860-20573,860,"Bishop Grandin/ New Brighton",,3,,,
861-20571,861,"Bishop Grandin / Douglasdale",,3,,00FF00,
861-20573,861,"Bishop Grandin / Douglasdale",,3,,,
862-20571,862,"All Saints High / Cranston North",,3,,,
862-20573,862,"All Saints High / Cranston North",,3,,,
863-20571,863,"All Saints High/Mahogany",,3,,,
863-20573,863,"All Saints High/Mahogany/ Cranston",,3,,,
864-20571,864,"All Saints High/Auburn Bay",,3,,,
864-20573,864,"All Saints High/Auburn Bay",,3,,,
865-20571,865,"All Saints High/Silverado/Chaparral",,3,,,
865-20573,865,"All Saints High/Silverado",,3,,,
866-20571,866,"All Saints High/Cranston",,3,,,
866-20573,866,"All Saints High/Cranston",,3,,,
867-20571,867,"All Saints High/ Chaparral",,3,,,
867-20573,867,"All Saints High/ Chaparral",,3,,,
868-20571,868,"All Saints High/ 52St SE",,3,,,
868-20573,868,"All Saints High/ 52St SE",,3,,,
869-20571,869,"All Saints High/ Somerset Bridlewood LRT",,3,,,
869-20573,869,"All Saints High/ Somerset Bridlewood LRT",,3,,,
871-20571,871,"St. Martha School/ Marlborough",,3,,,
871-20573,871,"St. Martha School/ Marlborough",,3,,,
872-20571,872,"St. Alphonsus/ Rundle",,3,,,
872-20573,872,"St. Alphonsus/ Rundle",,3,,,
877-20571,877,"Father James Whelihan/Walden",,3,,,
877-20573,877,"Father James Whelihan/Walden",,3,,,
878-20571,878,"Father James Whelihan/Chaparral",,3,,,
878-20573,878,"Father James Whelihan/Chaparral",,3,,,
880-20571,880,"St Matthew / Heritage",,3,,,
880-20573,880,"St Matthew / Heritage",,3,,,
882-20571,882,"Blessed Marie-Rose / Nolan Hill",,3,,,
882-20573,882,"Blessed Marie-Rose / Nolan Hill",,3,,,
887-20571,887,"St. Elizabeth Seton/ Panorama Hills",,3,,,
887-20573,887,"St. Elizabeth Seton/ Panorama Hills",,3,,,
892-20571,892,"St. Isabella/ Mckenzie",,3,,,
892-20573,892,"St. Isabella/ Mckenzie",,3,,,
894-20571,894,"St. Gregory/ 69 St SW/Strathcona",,3,,,
894-20573,894,"St. Gregory/ 69 St SW/Strathcona",,3,,,
895-20571,895,"St. Gregory/ West Springs/ CougarRidge",,3,,,
895-20573,895,"St. Gregory/ West Springs/ CougarRidge",,3,,,
896-20571,896,"LOA/ Bowness/ Valley Ridge",,3,,,
896-20573,896,"LOA/ Bowness/ Valley Ridge",,3,,,
