route_id,end_hr,buses per hour,headway by hour
123-20637,15,5,12.0
123-20637,16,5,12.0
123-20637,17,4,15.0
123-20637,18,5,12.0
123-20637,19,4,15.0
123-20637,20,3,20.0
123-20637,21,3,20.0
123-20637,22,4,15.0
123-20637,23,2,30.0
123-20637,24,4,15.0
124-20637,05,2,30.0
124-20637,06,5,12.0
124-20637,07,4,15.0
124-20637,08,7,8.571428571428571
124-20637,09,5,12.0
124-20637,10,4,15.0
124-20637,11,4,15.0
124-20637,12,4,15.0
124-20637,13,4,15.0
124-20637,14,4,15.0
124-20637,15,6,10.0
124-20637,16,6,10.0
124-20637,17,4,15.0
124-20637,18,6,10.0
124-20637,19,3,20.0
124-20637,20,3,20.0
124-20637,21,3,20.0
124-20637,22,3,20.0
124-20637,23,3,20.0
125-20637,05,1,60.0
125-20637,06,2,30.0
125-20637,07,2,30.0
125-20637,08,2,30.0
125-20637,09,2,30.0
125-20637,10,2,30.0
125-20637,11,2,30.0
125-20637,12,2,30.0
125-20637,13,2,30.0
125-20637,14,2,30.0
125-20637,15,2,30.0
125-20637,16,2,30.0
125-20637,17,2,30.0
125-20637,18,2,30.0
125-20637,19,2,30.0
125-20637,20,2,30.0
125-20637,21,1,60.0
126-20637,06,2,30.0
126-20637,07,2,30.0
126-20637,08,2,30.0
126-20637,09,2,30.0
126-20637,10,2,30.0
126-20637,11,2,30.0
126-20637,12,2,30.0
126-20637,13,2,30.0
126-20637,14,2,30.0
126-20637,15,2,30.0
126-20637,16,2,30.0
126-20637,17,2,30.0
126-20637,18,2,30.0
126-20637,19,2,30.0
126-20637,20,2,30.0
126-20637,21,2,30.0
126-20637,22,2,30.0
126-20637,23,2,30.0
126-20637,24,1,60.0
127-20637,05,3,20.0
127-20637,06,4,15.0
127-20637,07,4,15.0
127-20637,08,4,15.0
127-20637,09,4,15.0
127-20637,10,4,15.0
127-20637,11,4,15.0
127-20637,12,4,15.0
127-20637,13,4,15.0
127-20637,14,4,15.0
127-20637,15,4,15.0
127-20637,16,4,15.0
127-20637,17,4,15.0
127-20637,18,4,15.0
127-20637,19,4,15.0
127-20637,20,3,20.0
127-20637,21,4,15.0
127-20637,22,3,20.0
127-20637,23,3,20.0
128-20637,05,2,30.0
128-20637,06,3,20.0
128-20637,07,3,20.0
128-20637,08,4,15.0
128-20637,09,3,20.0
128-20637,15,3,20.0
128-20637,16,4,15.0
128-20637,17,4,15.0
128-20637,18,4,15.0
128-20637,19,3,20.0
129-20637,05,1,60.0
129-20637,06,4,15.0
129-20637,07,4,15.0
129-20637,08,5,12.0
129-20637,09,5,12.0
129-20637,10,4,15.0
129-20637,11,4,15.0
129-20637,12,4,15.0
129-20637,13,4,15.0
129-20637,14,4,15.0
129-20637,15,7,8.571428571428571
129-20637,16,4,15.0
129-20637,17,4,15.0
129-20637,18,4,15.0
129-20637,19,4,15.0
129-20637,20,4,15.0
129-20637,21,4,15.0
129-20637,22,4,15.0
129-20637,23,4,15.0
129-20637,24,1,60.0
13-20637,06,3,20.0
13-20637,07,4,15.0
13-20637,08,5,12.0
13-20637,09,5,12.0
13-20637,10,4,15.0
13-20637,11,6,10.0
13-20637,12,4,15.0
13-20637,13,5,12.0
13-20637,14,5,12.0
13-20637,15,4,15.0
13-20637,16,6,10.0
13-20637,17,4,15.0
13-20637,18,5,12.0
13-20637,19,4,15.0
13-20637,20,4,15.0
13-20637,21,3,20.0
13-20637,22,4,15.0
13-20637,23,4,15.0
133-20637,07,2,30.0
133-20637,17,1,60.0
133-20637,18,1,60.0
134-20637,05,1,60.0
134-20637,06,3,20.0
134-20637,07,3,20.0
134-20637,08,3,20.0
134-20637,09,3,20.0
134-20637,10,3,20.0
134-20637,11,3,20.0
134-20637,12,3,20.0
134-20637,13,3,20.0
134-20637,14,3,20.0
134-20637,15,3,20.0
134-20637,16,3,20.0
134-20637,17,3,20.0
134-20637,18,3,20.0
134-20637,19,3,20.0
134-20637,20,3,20.0
134-20637,21,3,20.0
134-20637,22,3,20.0
134-20637,23,3,20.0
134-20637,24,2,30.0
135-20637,05,3,20.0
135-20637,06,5,12.0
135-20637,07,5,12.0
135-20637,08,6,10.0
135-20637,09,3,20.0
135-20637,15,4,15.0
135-20637,16,6,10.0
135-20637,17,6,10.0
135-20637,18,4,15.0
135-20637,19,1,60.0
138-20637,05,4,15.0
138-20637,06,4,15.0
138-20637,07,4,15.0
138-20637,08,5,12.0
138-20637,09,4,15.0
138-20637,10,4,15.0
138-20637,11,4,15.0
138-20637,12,4,15.0
138-20637,13,4,15.0
138-20637,14,4,15.0
138-20637,15,5,12.0
138-20637,16,3,20.0
138-20637,17,4,15.0
138-20637,18,5,12.0
138-20637,19,4,15.0
138-20637,20,4,15.0
138-20637,21,4,15.0
138-20637,22,4,15.0
138-20637,23,4,15.0
138-20637,24,2,30.0
14-20637,04,1,60.0
14-20637,05,4,15.0
14-20637,06,4,15.0
14-20637,07,10,6.0
14-20637,08,8,7.5
14-20637,09,6,10.0
14-20637,10,4,15.0
14-20637,11,4,15.0
14-20637,12,4,15.0
14-20637,13,4,15.0
14-20637,14,4,15.0
14-20637,15,5,12.0
14-20637,16,8,7.5
14-20637,17,8,7.5
14-20637,18,5,12.0
14-20637,19,4,15.0
14-20637,20,4,15.0
14-20637,21,4,15.0
14-20637,22,4,15.0
14-20637,23,4,15.0
14-20637,24,4,15.0
142-20637,06,1,60.0
142-20637,07,2,30.0
142-20637,17,3,20.0
145-20637,05,5,12.0
145-20637,06,8,7.5
145-20637,07,7,8.571428571428571
145-20637,08,10,6.0
145-20637,09,7,8.571428571428571
145-20637,10,5,12.0
145-20637,11,5,12.0
145-20637,12,5,12.0
145-20637,13,4,15.0
145-20637,14,5,12.0
145-20637,15,9,6.666666666666667
145-20637,16,11,5.454545454545454
145-20637,17,11,5.454545454545454
145-20637,18,8,7.5
145-20637,19,6,10.0
145-20637,20,5,12.0
145-20637,21,5,12.0
145-20637,22,5,12.0
145-20637,23,5,12.0
145-20637,24,4,15.0
145-20637,25,5,12.0
146-20637,06,1,60.0
146-20637,07,2,30.0
146-20637,08,2,30.0
147-20637,05,1,60.0
147-20637,06,4,15.0
147-20637,07,4,15.0
147-20637,08,4,15.0
147-20637,09,2,30.0
147-20637,10,2,30.0
147-20637,11,2,30.0
147-20637,12,2,30.0
147-20637,13,2,30.0
147-20637,14,2,30.0
147-20637,15,4,15.0
147-20637,16,4,15.0
147-20637,17,4,15.0
147-20637,18,3,20.0
148-20637,05,3,20.0
148-20637,06,7,8.571428571428571
148-20637,07,8,7.5
148-20637,08,8,7.5
148-20637,09,5,12.0
148-20637,10,2,30.0
148-20637,11,2,30.0
148-20637,12,2,30.0
148-20637,13,2,30.0
148-20637,14,2,30.0
148-20637,15,6,10.0
148-20637,16,8,7.5
148-20637,17,8,7.5
148-20637,18,7,8.571428571428571
148-20637,19,4,15.0
148-20637,20,3,20.0
148-20637,21,2,30.0
148-20637,22,2,30.0
148-20637,23,2,30.0
149-20637,05,3,20.0
149-20637,06,4,15.0
149-20637,07,4,15.0
149-20637,08,4,15.0
149-20637,09,4,15.0
149-20637,10,4,15.0
149-20637,11,2,30.0
149-20637,12,4,15.0
149-20637,13,2,30.0
149-20637,14,4,15.0
149-20637,15,4,15.0
149-20637,16,4,15.0
149-20637,17,4,15.0
149-20637,18,5,12.0
149-20637,19,4,15.0
15-20637,05,3,20.0
15-20637,06,2,30.0
15-20637,07,4,15.0
15-20637,08,4,15.0
15-20637,09,2,30.0
15-20637,10,4,15.0
15-20637,11,4,15.0
15-20637,12,4,15.0
15-20637,13,2,30.0
15-20637,14,4,15.0
15-20637,15,4,15.0
15-20637,16,2,30.0
15-20637,17,4,15.0
15-20637,18,4,15.0
15-20637,19,2,30.0
15-20637,20,2,30.0
15-20637,21,2,30.0
15-20637,22,2,30.0
15-20637,23,2,30.0
15-20637,24,1,60.0
150-20637,05,1,60.0
150-20637,06,4,15.0
150-20637,07,4,15.0
150-20637,08,4,15.0
150-20637,09,2,30.0
150-20637,10,2,30.0
150-20637,11,2,30.0
150-20637,12,2,30.0
150-20637,13,3,20.0
150-20637,14,3,20.0
150-20637,15,4,15.0
150-20637,16,2,30.0
150-20637,17,6,10.0
150-20637,18,4,15.0
150-20637,19,1,60.0
151-20637,06,1,60.0
151-20637,07,1,60.0
151-20637,17,1,60.0
151-20637,18,1,60.0
152-20637,06,3,20.0
152-20637,07,3,20.0
152-20637,08,3,20.0
152-20637,09,3,20.0
152-20637,10,3,20.0
152-20637,11,3,20.0
152-20637,12,3,20.0
152-20637,13,3,20.0
152-20637,14,3,20.0
152-20637,15,3,20.0
152-20637,16,3,20.0
152-20637,17,3,20.0
152-20637,18,2,30.0
153-20637,05,1,60.0
153-20637,06,5,12.0
153-20637,07,4,15.0
153-20637,08,7,8.571428571428571
153-20637,09,5,12.0
153-20637,10,4,15.0
153-20637,11,6,10.0
153-20637,12,4,15.0
153-20637,13,5,12.0
153-20637,14,5,12.0
153-20637,15,4,15.0
153-20637,16,6,10.0
153-20637,17,6,10.0
153-20637,18,6,10.0
153-20637,19,3,20.0
153-20637,20,4,15.0
153-20637,21,3,20.0
153-20637,22,3,20.0
153-20637,23,4,15.0
153-20637,24,1,60.0
154-20637,05,1,60.0
154-20637,06,2,30.0
154-20637,07,2,30.0
154-20637,08,2,30.0
154-20637,09,2,30.0
154-20637,10,2,30.0
154-20637,11,2,30.0
154-20637,12,2,30.0
154-20637,13,2,30.0
154-20637,14,2,30.0
154-20637,15,2,30.0
154-20637,16,2,30.0
154-20637,17,2,30.0
154-20637,18,2,30.0
154-20637,19,2,30.0
154-20637,20,2,30.0
154-20637,21,2,30.0
154-20637,22,2,30.0
154-20637,23,2,30.0
154-20637,24,2,30.0
154-20637,25,1,60.0
155-20637,05,3,20.0
155-20637,06,3,20.0
155-20637,07,3,20.0
155-20637,08,4,15.0
155-20637,09,4,15.0
155-20637,10,4,15.0
155-20637,11,4,15.0
155-20637,12,3,20.0
155-20637,13,3,20.0
155-20637,14,4,15.0
155-20637,15,4,15.0
155-20637,16,4,15.0
155-20637,17,3,20.0
155-20637,18,4,15.0
155-20637,19,4,15.0
155-20637,20,3,20.0
155-20637,21,4,15.0
155-20637,22,4,15.0
155-20637,23,4,15.0
155-20637,24,4,15.0
156-20637,05,3,20.0
156-20637,06,4,15.0
156-20637,07,4,15.0
156-20637,08,4,15.0
156-20637,09,4,15.0
156-20637,10,4,15.0
156-20637,11,4,15.0
156-20637,12,4,15.0
156-20637,13,4,15.0
156-20637,14,4,15.0
156-20637,15,4,15.0
156-20637,16,4,15.0
156-20637,17,4,15.0
156-20637,18,4,15.0
156-20637,19,4,15.0
156-20637,20,4,15.0
156-20637,21,4,15.0
156-20637,22,4,15.0
156-20637,23,3,20.0
157-20637,04,1,60.0
157-20637,05,3,20.0
157-20637,06,4,15.0
157-20637,07,4,15.0
157-20637,08,4,15.0
157-20637,09,4,15.0
157-20637,10,4,15.0
157-20637,11,4,15.0
157-20637,12,4,15.0
157-20637,13,4,15.0
157-20637,14,4,15.0
157-20637,15,4,15.0
157-20637,16,4,15.0
157-20637,17,4,15.0
157-20637,18,4,15.0
157-20637,19,4,15.0
157-20637,20,4,15.0
157-20637,21,4,15.0
157-20637,22,4,15.0
157-20637,23,4,15.0
157-20637,24,4,15.0
157-20637,25,1,60.0
158-20637,05,2,30.0
158-20637,06,2,30.0
158-20637,07,2,30.0
158-20637,08,2,30.0
158-20637,09,2,30.0
158-20637,10,2,30.0
158-20637,11,2,30.0
158-20637,12,2,30.0
158-20637,13,2,30.0
158-20637,14,2,30.0
158-20637,15,2,30.0
158-20637,16,2,30.0
158-20637,17,2,30.0
158-20637,18,2,30.0
158-20637,19,2,30.0
158-20637,20,2,30.0
158-20637,21,2,30.0
158-20637,22,2,30.0
158-20637,23,2,30.0
159-20637,05,4,15.0
159-20637,06,6,10.0
159-20637,07,5,12.0
159-20637,08,7,8.571428571428571
159-20637,09,4,15.0
159-20637,10,3,20.0
159-20637,11,3,20.0
159-20637,12,2,30.0
159-20637,13,3,20.0
159-20637,14,3,20.0
159-20637,15,6,10.0
159-20637,16,5,12.0
159-20637,17,6,10.0
159-20637,18,5,12.0
159-20637,19,4,15.0
159-20637,20,2,30.0
159-20637,21,3,20.0
159-20637,22,3,20.0
159-20637,23,2,30.0
159-20637,24,3,20.0
159-20637,25,2,30.0
161-20637,05,4,15.0
161-20637,06,4,15.0
161-20637,07,4,15.0
161-20637,08,4,15.0
161-20637,09,4,15.0
161-20637,10,4,15.0
161-20637,11,4,15.0
161-20637,12,4,15.0
161-20637,13,4,15.0
161-20637,14,4,15.0
161-20637,15,4,15.0
161-20637,16,4,15.0
161-20637,17,4,15.0
161-20637,18,4,15.0
161-20637,19,4,15.0
161-20637,20,4,15.0
161-20637,21,4,15.0
161-20637,22,4,15.0
161-20637,23,4,15.0
161-20637,24,4,15.0
161-20637,25,2,30.0
167-20637,06,3,20.0
167-20637,07,2,30.0
167-20637,08,2,30.0
167-20637,09,3,20.0
167-20637,15,2,30.0
167-20637,16,3,20.0
167-20637,17,2,30.0
167-20637,18,2,30.0
167-20637,19,1,60.0
168-20637,05,1,60.0
168-20637,06,2,30.0
168-20637,07,3,20.0
168-20637,08,2,30.0
168-20637,09,1,60.0
168-20637,15,2,30.0
168-20637,16,2,30.0
168-20637,17,2,30.0
168-20637,18,3,20.0
168-20637,19,1,60.0
169-20637,05,2,30.0
169-20637,06,2,30.0
169-20637,07,2,30.0
169-20637,08,2,30.0
169-20637,09,2,30.0
169-20637,10,2,30.0
169-20637,11,2,30.0
169-20637,12,2,30.0
169-20637,13,2,30.0
169-20637,14,2,30.0
169-20637,15,2,30.0
169-20637,16,2,30.0
169-20637,17,2,30.0
169-20637,18,2,30.0
169-20637,19,2,30.0
169-20637,20,2,30.0
169-20637,21,2,30.0
169-20637,22,2,30.0
169-20637,23,2,30.0
17-20637,05,2,30.0
17-20637,06,4,15.0
17-20637,07,3,20.0
17-20637,08,4,15.0
17-20637,09,4,15.0
17-20637,10,4,15.0
17-20637,11,2,30.0
17-20637,12,4,15.0
17-20637,13,2,30.0
17-20637,14,2,30.0
17-20637,15,4,15.0
17-20637,16,4,15.0
17-20637,17,4,15.0
17-20637,18,4,15.0
17-20637,19,2,30.0
17-20637,20,4,15.0
17-20637,21,2,30.0
17-20637,22,2,30.0
17-20637,23,4,15.0
174-20637,05,2,30.0
174-20637,06,2,30.0
174-20637,07,2,30.0
174-20637,08,2,30.0
174-20637,09,2,30.0
174-20637,10,2,30.0
174-20637,11,2,30.0
174-20637,12,2,30.0
174-20637,13,2,30.0
174-20637,14,2,30.0
174-20637,15,2,30.0
174-20637,16,2,30.0
174-20637,17,2,30.0
174-20637,18,2,30.0
174-20637,19,2,30.0
174-20637,20,2,30.0
174-20637,21,2,30.0
174-20637,22,2,30.0
174-20637,23,2,30.0
174-20637,24,1,60.0
178-20637,06,4,15.0
178-20637,07,4,15.0
178-20637,08,4,15.0
178-20637,16,5,12.0
178-20637,17,4,15.0
178-20637,18,4,15.0
178-20637,19,2,30.0
19-20637,05,3,20.0
19-20637,06,4,15.0
19-20637,07,4,15.0
19-20637,08,5,12.0
19-20637,09,4,15.0
19-20637,10,4,15.0
19-20637,11,4,15.0
19-20637,12,4,15.0
19-20637,13,4,15.0
19-20637,14,4,15.0
19-20637,15,4,15.0
19-20637,16,3,20.0
19-20637,17,4,15.0
19-20637,18,5,12.0
19-20637,19,5,12.0
19-20637,20,5,12.0
19-20637,21,4,15.0
19-20637,22,5,12.0
19-20637,23,4,15.0
19-20637,24,5,12.0
19-20637,25,3,20.0
2-20637,05,1,60.0
2-20637,06,5,12.0
2-20637,07,5,12.0
2-20637,08,6,10.0
2-20637,09,7,8.571428571428571
2-20637,10,6,10.0
2-20637,11,6,10.0
2-20637,12,6,10.0
2-20637,13,6,10.0
2-20637,14,6,10.0
2-20637,15,5,12.0
2-20637,16,6,10.0
2-20637,17,6,10.0
2-20637,18,6,10.0
2-20637,19,10,6.0
2-20637,20,4,15.0
2-20637,21,5,12.0
2-20637,22,5,12.0
2-20637,23,5,12.0
2-20637,24,6,10.0
20-20637,05,1,60.0
20-20637,06,5,12.0
20-20637,07,6,10.0
20-20637,08,8,7.5
20-20637,09,9,6.666666666666667
20-20637,10,6,10.0
20-20637,11,6,10.0
20-20637,12,6,10.0
20-20637,13,6,10.0
20-20637,14,6,10.0
20-20637,15,7,8.571428571428571
20-20637,16,9,6.666666666666667
20-20637,17,6,10.0
20-20637,18,6,10.0
20-20637,19,6,10.0
20-20637,20,5,12.0
20-20637,21,6,10.0
20-20637,22,4,15.0
20-20637,23,4,15.0
20-20637,24,5,12.0
20-20637,25,4,15.0
21-20637,05,3,20.0
21-20637,06,3,20.0
21-20637,07,4,15.0
21-20637,08,3,20.0
21-20637,09,3,20.0
21-20637,10,3,20.0
21-20637,11,4,15.0
21-20637,12,3,20.0
21-20637,13,3,20.0
21-20637,14,4,15.0
21-20637,15,3,20.0
21-20637,16,3,20.0
21-20637,17,4,15.0
21-20637,18,3,20.0
21-20637,19,3,20.0
21-20637,20,2,30.0
21-20637,21,2,30.0
21-20637,22,2,30.0
21-20637,23,2,30.0
21-20637,24,2,30.0
21-20637,25,1,60.0
22-20637,05,1,60.0
22-20637,06,3,20.0
22-20637,07,5,12.0
22-20637,08,6,10.0
22-20637,09,5,12.0
22-20637,10,5,12.0
22-20637,11,5,12.0
22-20637,12,6,10.0
22-20637,13,5,12.0
22-20637,14,5,12.0
22-20637,15,5,12.0
22-20637,16,5,12.0
22-20637,17,5,12.0
22-20637,18,4,15.0
22-20637,19,4,15.0
22-20637,20,4,15.0
22-20637,21,4,15.0
22-20637,22,2,30.0
22-20637,23,4,15.0
23-20637,04,1,60.0
23-20637,05,4,15.0
23-20637,06,8,7.5
23-20637,07,10,6.0
23-20637,08,10,6.0
23-20637,09,6,10.0
23-20637,10,6,10.0
23-20637,11,6,10.0
23-20637,12,6,10.0
23-20637,13,6,10.0
23-20637,14,6,10.0
23-20637,15,9,6.666666666666667
23-20637,16,9,6.666666666666667
23-20637,17,7,8.571428571428571
23-20637,18,8,7.5
23-20637,19,7,8.571428571428571
23-20637,20,4,15.0
23-20637,21,4,15.0
23-20637,22,6,10.0
23-20637,23,4,15.0
23-20637,24,4,15.0
23-20637,25,4,15.0
24-20637,05,1,60.0
24-20637,06,4,15.0
24-20637,07,4,15.0
24-20637,08,4,15.0
24-20637,09,4,15.0
24-20637,10,4,15.0
24-20637,11,4,15.0
24-20637,12,4,15.0
24-20637,13,4,15.0
24-20637,14,4,15.0
24-20637,15,4,15.0
24-20637,16,4,15.0
24-20637,17,4,15.0
24-20637,18,5,12.0
24-20637,19,4,15.0
24-20637,20,4,15.0
24-20637,21,4,15.0
24-20637,22,4,15.0
24-20637,23,5,12.0
24-20637,24,5,12.0
27-20637,06,1,60.0
27-20637,07,2,30.0
27-20637,08,4,15.0
27-20637,09,3,20.0
27-20637,10,3,20.0
27-20637,11,3,20.0
27-20637,12,3,20.0
27-20637,13,3,20.0
27-20637,14,3,20.0
27-20637,15,2,30.0
27-20637,16,3,20.0
27-20637,17,3,20.0
27-20637,18,3,20.0
27-20637,19,1,60.0
27-20637,20,2,30.0
27-20637,21,1,60.0
28-20637,05,1,60.0
28-20637,06,2,30.0
28-20637,07,2,30.0
28-20637,08,2,30.0
28-20637,09,2,30.0
28-20637,10,2,30.0
28-20637,11,2,30.0
28-20637,12,2,30.0
